Rctype,RC1,RC2,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,R23467810,log_R23467810,R234678,log_R234678,RC1_rt,log_RC1_rt,RC2_rt,log_RC2_rt,R3478,log_R3478,R78,log_R78,R34,log_R34
OO,O,O,6,22,28,25,1,0,0,0,match,1,0.308125019,0.379306793,1.781051874,3.538295984,0.912482977,1.064402103,2.750735998,0.411355019,0.592694044,0.509570122,y,3.608448982,2.488726963,2.578990621,3.250676569,3.54879416,2.960224771,3.027105724,3.439448911,2.614216801,2.772830563,2.707203956,10.43471789,4.018480712,9.925147771,3.996736981,5.698654651,3.755772339,4.22649312,3.625980166,8.481438875,3.928469537,3.162091017,3.499974366,5.319347858,3.725858392
SS,S,S,15,57,72,25,0,0,1,0,match,1,0.326605082,0.345346928,0.445358992,0.610290051,0.527269125,0.445521116,0.378305912,0.828047991,0.458725929,0.526087046,y,4.382919788,2.514022938,2.538255597,2.648710225,2.78553629,2.722032341,2.648868293,2.577843128,2.918055508,2.661553289,2.721057608,3.578958036,3.553756606,3.05287099,3.484708452,1.400995971,3.146436886,1.651875019,3.217977185,2.262002946,3.354493166,1.206353903,3.081474734,1.055649043,3.023519558
OO,O,O,2,6,8,25,1,0,0,0,match,1,0.342692852,0.3623209,0.760235786,2.284799814,0.360353947,0.329038143,0.577075005,0.561980963,1.077589035,0.425393105,y,2.429435968,2.534905046,2.559093386,2.880948309,3.358848155,2.556729283,2.517246245,2.761232264,2.749721604,3.032453164,2.628790446,5.300843716,3.724345,4.875450611,3.688014761,3.4073565,3.532417575,1.468094111,3.166753897,4.184091568,3.62160118,1.139055968,3.056545064,3.0450356,3.483592374
OS,O,S,18,72,90,25,0,0,1,0,match,1,0.392833948,0.446092844,0.810544014,2.184131145,0.410688162,0.613130093,0.411435127,0.426731825,0.692787886,0.359326124,y,1.28271699,2.594209012,2.649425257,2.908776603,3.339278712,2.613512185,2.787552632,2.614301368,2.630155033,2.840600285,2.555488793,5.251391172,3.72027437,4.892065048,3.689492223,3.440768003,3.536655391,1.451297045,3.161756311,3.832842111,3.583520929,0.838166952,2.923330533,2.994675159,3.47634972
SS,S,S,19,73,92,25,0,0,1,0,match,1,0.393251181,0.730345011,0.461519003,1.914798975,0.393318892,0.329097033,0.394464016,1.161316156,0.425246,0.409017086,y,4.386301994,2.594670036,2.863528067,2.664189588,3.282123186,2.594744807,2.517323967,2.596007392,3.064950468,2.628640237,2.61174145,5.40055728,3.732438577,4.991540194,3.698234573,3.106662989,3.492294144,1.884877205,3.275283062,3.93209815,3.59462435,1.555780172,3.191948232,2.376317978,3.375904554
OO,O,O,4,14,18,25,0,0,1,0,mismatch2,1,0.393379211,0.362075806,0.276149035,6.012730122,0.390271187,0.378736973,0.594269991,0.461544037,0.376816988,0.525964022,n,2.836027861,2.594811405,2.558799506,2.44114353,3.779071711,2.591366489,2.578337704,2.7739838,2.664213144,2.576130474,2.720956038,8.611469986,3.935077292,8.085505964,3.907707202,6.650954963,3.822884007,1.434551001,3.156715993,7.344693185,3.865973658,1.055814028,3.023587428,6.288879157,3.79857325
SO,S,O,3,11,14,25,1,0,0,0,mismatch1,1,0.39389205,0.411153078,0.495903015,0.493465185,0.42680192,0.345880032,0.609251976,0.311517954,0.524657011,0.526721001,n,1.887634993,2.595377215,2.614003546,2.695396749,2.693256518,2.630226364,2.53892549,2.784796946,2.493483082,2.719875481,2.721580635,3.193892241,3.504320259,2.66717124,3.4260509,1.400521278,3.146289711,1.266649962,3.102656614,1.91013813,3.281064774,0.92076993,2.964151128,0.9893682,2.995357947
SO,S,O,13,51,64,25,0,0,1,0,mismatch2,1,0.410175085,0.479341984,0.394958973,0.359724998,0.359383106,0.312477827,0.42565608,0.912909985,0.458463192,0.426071167,n,2.643354893,2.612969277,2.680645469,2.596551985,2.555970619,2.555557658,2.494819206,2.629058841,2.960427957,2.661304474,2.629482146,3.311141014,3.519977677,2.885069847,3.460156332,1.234025955,3.091324294,1.651043892,3.217758619,2.093250036,3.320821107,1.338566065,3.126639811,0.754683971,2.877765126
SO,S,O,19,75,94,25,1,0,0,0,mismatch1,1,0.410434961,0.395749092,0.612519979,0.343147993,0.644042969,0.378660917,0.660028934,0.478300095,0.458695173,0.342431068,n,2.521193981,2.613244347,2.597419927,2.787120259,2.535481463,2.808914843,2.578250482,2.819562974,2.679700467,2.66152417,2.53457316,3.210838078,3.506618405,2.86840701,3.457640775,1.351417064,3.130789398,1.516989946,3.180982702,2.093997001,3.320976055,1.138329029,3.056267811,0.955667972,2.980307031
SO,S,O,7,27,34,25,1,0,0,0,mismatch1,1,0.425512791,0.479588985,0.344508171,0.410494089,0.392866135,0.429173946,0.844651937,0.395016909,2.214275122,0.32562995,n,2.105550051,2.62891262,2.6808692,2.537199527,2.613306908,2.594244594,2.632633349,2.926677782,2.596615686,3.345231581,2.512724343,3.229063987,3.509076651,2.903434037,3.462911964,1.234591245,3.091523193,1.668842792,3.222415427,1.994671106,3.299871297,1.239668846,3.093305687,0.75500226,2.877948252
SS,S,S,3,9,12,25,0,0,1,0,mismatch1,1,0.426621914,0.546205997,0.679270029,0.426668882,0.309629917,0.328798056,1.53145504,2.415677786,0.440953016,0.409653187,n,3.239109993,2.63004316,2.737356464,2.832042453,2.63009097,2.490842916,2.516929241,3.185104251,3.383039006,2.644392317,2.612416338,6.337728977,3.801933663,5.92807579,3.772913747,1.652144908,3.218048136,4.275930882,3.631030676,5.053071737,3.703555464,3.947132826,3.596281741,1.105938911,3.043731138
OO,O,O,8,30,38,25,0,0,1,0,mismatch2,1,0.442737103,0.378674984,0.627518892,3.120220184,0.474296093,0.395760059,0.760307074,0.378757,0.66079998,0.492609024,n,1.620341063,2.646145919,2.578266616,2.797626805,3.494185242,2.676049547,2.597431962,2.880989031,2.578360668,2.820070021,2.692502363,6.153847217,3.78914671,5.661238193,3.752911428,4.12641406,3.615572805,1.534824133,3.186058619,4.88680315,3.689024845,1.139064074,3.056548154,3.747739076,3.573769347
OO,O,O,18,70,88,25,1,0,0,0,match,1,0.443758011,0.37905097,0.409174919,1.331439018,0.510891914,0.345837116,0.526962996,0.444958925,0.458776236,0.359312057,y,2.444895029,2.647146206,2.578697612,2.611909005,3.12432128,2.708329029,2.538871601,2.72178012,2.648319922,2.661600914,2.555471791,3.796736001,3.5794104,3.437423944,3.536233098,2.119664907,3.32626721,1.317759037,3.119836003,2.712535858,3.433375488,0.971921921,2.987631377,1.740613937,3.240702457
SS,S,S,5,17,22,25,1,0,0,0,mismatch2,1,0.459319115,0.295345068,0.310749054,0.309547901,0.376276016,0.378967047,0.395137072,0.610638142,0.609539032,0.592863083,n,5.853183985,2.662114519,2.470329723,2.492409815,2.490727863,2.575506537,2.578601448,2.596747777,2.785783928,2.785001521,2.772954408,2.893247367,3.461385567,2.300384284,3.361800392,0.915642023,2.961725716,1.384742261,3.141368947,1.626072169,3.211139817,1.005775214,3.002500929,0.620296955,2.792599649
SO,S,O,11,43,54,25,1,0,0,0,mismatch1,1,0.476506948,0.67980504,0.595690012,0.559045076,0.443444014,0.395578861,0.644496918,0.528568029,2.999531984,0.526149035,n,2.544132233,2.678069238,2.83238438,2.775020318,2.747446827,2.646838797,2.597233076,2.809220845,2.723100891,3.477053497,2.721108778,3.929332971,3.594318832,3.403183936,3.531885423,1.834540128,3.263527216,1.568643808,3.19552434,2.327800035,3.36694567,1.173064947,3.069322058,1.154735088,3.062482363
OS,O,S,2,8,10,25,0,0,1,0,mismatch1,1,0.476761103,0.345499992,0.276036024,2.234173059,0.410705805,0.462780952,1.966489077,1.146006823,0.608870983,0.62648797,n,3.021934032,2.678300816,2.538448042,2.440965763,3.349116811,2.613530841,2.665375475,3.293691538,3.059187203,2.784525277,2.796912736,7.057473897,3.848649281,6.430985927,3.808277559,2.855709075,3.455713962,3.575276852,3.553309677,5.622704983,3.749945297,3.1124959,3.493108788,2.510209083,3.399709897
SS,S,S,7,25,32,25,0,0,1,0,mismatch1,1,0.526762009,0.362000942,0.328056097,0.991382837,0.326094866,0.261970997,0.36143589,2.616924047,0.358232021,0.392175198,n,1.348445892,2.721614445,2.558709701,2.515948114,2.996241396,2.513343961,2.418253213,2.558031275,3.417791118,2.554164403,2.593480124,5.313946008,3.725417137,4.92177081,3.692121386,1.681439876,3.225681343,3.240330934,3.510589367,4.297798871,3.633246087,2.978359937,3.473977181,1.319438934,3.120389295
SS,S,S,9,33,42,25,1,0,0,0,mismatch2,1,0.558316946,0.696649075,0.344298124,1.897655964,0.293020964,0.312288046,0.428287029,0.660750151,0.4883461,0.442448854,n,1.471930981,2.74688081,2.843014065,2.536934656,3.27821748,2.466898693,2.49455536,2.631734922,2.820037271,2.688727724,2.645863075,4.782377243,3.679643831,4.339928389,3.637482563,2.938603163,3.468140942,1.401325226,3.14653894,3.330991268,3.522573494,1.08903718,3.037042707,2.241954088,3.350626715
OS,O,S,4,16,20,25,1,0,0,0,mismatch2,1,0.560456038,0.362380028,2.633317947,0.762545109,2.296165943,0.462922096,0.361305237,0.343296051,0.527598143,0.375634909,n,1.855098963,2.748541552,2.559164254,3.420503299,2.88226554,3.361003271,2.665507911,2.557874257,2.535668808,2.722303258,2.574765946,5.301401377,3.724390687,4.925766468,3.692473818,3.758243084,3.574984867,1.167523384,3.067265588,4.100464344,3.61283304,0.704601288,2.847943433,3.395863056,3.530950168
OS,O,S,10,40,50,25,0,0,1,0,match,1,0.593709946,0.428838015,0.826628923,5.193802118,0.343815088,0.262140036,0.394727945,0.693089962,0.559216976,0.492334127,y,3.251136065,2.773574324,2.632293277,2.917310597,3.715485399,2.536324931,2.418533355,2.596297874,2.840789609,2.747580347,2.692259941,8.291561126,3.918636307,7.799226999,3.892051561,6.449269056,3.809510496,1.349957943,3.130320239,7.108248948,3.851762629,1.087817907,3.036556204,6.020431041,3.779627586
SO,S,O,15,59,74,25,1,0,0,0,mismatch1,1,0.594040155,0.412714958,0.294637918,0.392745018,0.410094976,0.429122925,0.777667999,0.846315145,0.922786951,0.50940299,n,2.194144964,2.773815803,2.615650209,2.469288637,2.594110685,2.612884449,2.632581716,2.890794228,2.927532113,2.965101445,2.70706149,3.662606953,3.563790316,3.153203963,3.498752064,1.100097894,3.041431333,2.053106069,3.312411387,2.31136608,3.363868736,1.623983144,3.210581517,0.687382936,2.837198747
OO,O,O,14,54,68,25,1,0,0,0,match,1,0.594263077,0.529124022,0.458758116,2.936455011,0.377229929,0.379060984,0.593776941,0.545706034,0.542426109,0.961111069,y,3.255710125,2.773978747,2.723557479,2.661583761,3.467823351,2.576606142,2.578709086,2.773623328,2.736958756,2.734340586,2.982773579,6.403992177,3.806450793,5.442881108,3.735828848,3.924337149,3.593766312,1.518543959,3.181427368,4.534696102,3.656548188,1.139482975,3.056707841,3.395213127,3.530867041
OO,O,O,20,78,98,25,0,0,1,0,mismatch1,1,0.594465971,0.361548901,1.412467957,1.164127111,3.934956074,0.395646095,0.443202972,0.378155947,0.476728916,0.42642498,n,3.414362192,2.774126999,2.558167046,3.149978604,3.066000404,3.594939889,2.597306884,2.646602664,2.577670935,2.678271495,2.629842638,4.581573963,3.661014702,4.155148983,3.6185866,2.938143969,3.468073072,1.217005014,3.085292368,3.397953987,3.531217494,0.821358919,2.914532977,2.576595068,3.411046171
SS,S,S,13,49,62,25,1,0,0,0,mismatch2,1,0.627245903,0.496402979,0.812606812,0.393238068,0.409643888,0.329054832,0.545011044,0.743360043,0.408781052,0.342732191,n,3.127500057,2.797437833,2.695834379,2.909880459,2.594655554,2.612406479,2.517268273,2.736405303,2.871199213,2.611490757,2.534954897,3.662405969,3.563766483,3.319673778,3.521095408,1.702247859,3.231022797,1.617425919,3.208824398,2.494215967,3.396934055,1.288371087,3.11004097,1.20584488,3.081291444
SO,S,O,17,67,84,25,0,0,1,0,mismatch2,1,0.711062908,0.529725075,0.360492945,1.196250916,0.559793949,0.362411022,0.576874971,0.712707996,0.425035954,0.359369993,n,2.30066514,2.851908025,2.724050531,2.55689677,3.077822283,2.7480282,2.559201397,2.761081697,2.852911631,2.628425669,2.555541811,4.097832918,3.612554247,3.738462925,3.572693078,2.086468936,3.319411923,1.651993989,3.218008463,2.846326828,3.454284766,1.289582967,3.110449288,1.556743861,3.192217162
SS,S,S,17,65,82,25,1,0,0,0,mismatch2,1,1.028679132,0.362416983,0.511405945,0.544097185,0.309017181,0.596336842,1.966398001,0.710560799,0.341841936,0.793845892,n,2.414318085,3.01227993,2.559208541,2.708765772,2.735676479,2.489982626,2.775491641,3.293671424,2.851601244,2.533825339,2.899736202,5.485061647,3.739181513,4.691215755,3.671285407,1.417920113,3.151651763,3.273295642,3.514985232,3.73246193,3.571995387,2.6769588,3.427641687,1.05550313,3.023459526
OO,O,O,10,38,48,25,1,0,0,0,match,1,1.446218967,0.746816158,0.576521158,1.799442053,0.444210052,0.39506793,0.575542927,0.763237,0.91020298,0.442946911,y,2.319360971,3.160234053,2.873213706,2.76081525,3.255137866,2.647588382,2.596671777,2.760077721,2.882659416,2.959138253,2.646351677,5.299574137,3.724240972,4.856627226,3.68633477,3.122779369,3.494541301,1.733847857,3.239010986,3.714743138,3.569928789,1.338779927,3.126709192,2.375963211,3.375839712
SS,S,S,11,41,52,25,0,0,1,0,mismatch1,1,1.462953091,0.546104908,0.378192902,0.659343004,0.543204069,0.362444162,1.782212973,0.360146046,0.458303928,0.509931087,n,3.963867903,3.165230401,2.73727608,2.577713374,2.819111402,2.734963014,2.559241109,3.250959601,2.556478651,2.661153579,2.707511489,4.598375082,3.662604393,4.088443995,3.611558053,1.583640814,3.199656686,2.504803181,3.398773606,3.179894925,3.50241277,2.142359019,3.330892252,1.037535906,3.016003135
SO,S,O,2,7,9,27,0,1,0,0,match,1,0.509924173,0.495615005,1.130260944,0.794439077,0.761793852,0.663048983,0.744431973,0.612375975,0.96038413,0.559598923,y,2.462363958,2.7075056,2.695144446,3.053178721,2.900060598,2.881837463,2.821545613,2.871825018,2.787018144,2.982444975,2.74787687,4.99977088,3.698950103,4.440171957,3.64739979,2.420315026,3.383871897,2.019856931,3.305320609,3.281507969,3.516073463,1.356807948,3.132518379,1.924700021,3.284363051
SS,S,S,16,61,77,27,0,1,0,0,mismatch1,1,0.560369015,0.780272007,0.612281084,0.978542805,0.942045927,0.692536116,0.629405022,0.593675137,1.312978983,0.526185036,n,1.231923103,2.748474113,2.892246026,2.786950842,2.990579828,2.974072076,2.840442427,2.798930204,2.773548861,3.118257774,2.721138493,4.812897207,3.682406586,4.286712171,3.632124324,2.371095896,3.374949119,1.915616275,3.282308518,2.813904048,3.449309284,1.223080159,3.087454921,1.590823889,3.201622104
SS,S,S,1,1,2,27,1,0,0,0,match,1,0.560674906,0.562934875,1.096890926,0.893769026,2.147969007,0.863894939,0.629014015,2.131668091,0.626151085,0.726991892,y,1.635462999,2.748711119,2.750458155,3.040163444,2.9512253,3.332028011,2.93646093,2.798660322,3.328719584,2.796679137,2.861529567,6.905163764,3.839173983,6.178171872,3.790859986,2.553594827,3.40715199,3.624577045,3.559257336,4.751342058,3.676816297,2.760682106,3.4410164,1.990659952,3.298997079
OO,O,O,14,54,68,27,1,0,0,0,match,1,0.576993942,0.697060108,0.742603064,0.745631933,0.662066936,0.529290915,0.47699213,0.46186018,0.52552104,0.526218891,y,2.382917166,2.761171253,2.843270229,2.870756737,2.872524499,2.8209019,2.72369444,2.678511214,2.66451052,2.720590108,2.721166435,4.179657221,3.621140666,3.65343833,3.562701781,2.185295105,3.339510093,1.468143225,3.166768425,2.427087307,3.385085399,0.93885231,2.972597279,1.488234997,3.172671513
OS,O,S,8,32,40,27,1,0,0,0,mismatch2,1,0.609724045,0.613114834,1.412704945,2.233797073,1.109364033,1.482594967,0.828230143,0.626904011,0.59405303,0.475793123,n,4.389976025,2.785133322,2.787541824,3.150051465,3.349043718,3.045074081,3.171022521,2.918151032,2.797201049,2.773825215,2.677418161,7.673139096,3.884973071,7.197345973,3.85717238,4.259616852,3.629370537,2.937729121,3.468011748,5.101636172,3.707709483,1.455134154,3.162903034,3.646502018,3.561876458
SS,S,S,8,29,37,27,0,1,0,0,mismatch1,1,0.642746925,0.897234917,2.05013299,2.750714064,2.246282101,1.081202984,0.762408972,2.148504019,1.045335054,0.543282986,n,4.44174695,2.808040008,2.952906166,3.311782034,3.439445448,3.351464297,3.033907236,2.882187998,3.33213617,3.019255514,2.735026104,10.23348093,4.010023385,9.690197946,3.986332649,5.698081971,3.755728693,3.992115975,3.601203149,7.711760045,3.887153508,2.910912991,3.464029224,4.800847054,3.68131787
OS,O,S,11,44,55,27,0,1,0,0,mismatch1,1,0.677348852,0.445565939,0.743621111,1.44787693,0.493694067,0.445703983,0.612417936,0.794462919,0.491501093,0.45907402,n,1.128858089,2.830812399,2.648911984,2.871351711,3.160731648,2.693457908,2.649046515,2.787047901,2.900073632,2.691524488,2.661882716,4.948722838,3.694493131,4.489648818,3.652212372,2.63706398,3.421120667,1.852584838,3.267778105,3.598378896,3.556106891,1.406880855,3.14825732,2.191498041,3.340741087
OO,O,O,5,18,23,27,0,1,0,0,match,1,0.693558931,0.178004026,0.376642942,0.74156189,0.593865871,0.512325048,0.828128099,0.629456997,0.592262983,0.660151005,y,2.448723078,2.841083369,2.250429825,2.575929833,2.870147403,2.773688367,2.709545589,2.918097521,2.798966065,2.77251459,2.819643289,3.926270007,3.593980162,3.266119002,3.514032004,1.296208858,3.112674985,1.969910144,3.294446417,2.575789928,3.410910441,1.457585096,3.163633919,1.118204832,3.048521365
SS,S,S,5,17,22,27,1,0,0,0,mismatch2,1,0.693692923,0.478821993,0.628957987,0.660710812,0.676760912,0.57648921,0.645538092,1.179198027,1.010400057,0.660058975,n,1.90231204,2.841167264,2.68017409,2.798621637,2.820011414,2.830435267,2.760791183,2.809921874,3.071586744,3.004493362,2.819582741,4.829775096,3.683926908,4.169716121,3.620106489,1.768490792,3.247602803,2.401225329,3.380432916,3.114404918,3.493375077,1.824736119,3.261200069,1.289668799,3.110478193
SO,S,O,3,11,14,27,1,0,0,0,mismatch1,1,0.710728884,0.863315105,0.595517874,2.366487026,0.994943142,0.897202969,2.231448174,1.645177841,2.515152931,0.84397006,n,3.421518087,2.851703966,2.93616934,2.774894801,3.374104128,2.997798263,2.952890702,3.348586805,3.216212851,3.400564397,2.92632704,9.443119049,3.975115465,8.599148989,3.934455474,3.825320005,3.582667772,4.773828984,3.678866857,6.838630915,3.834969165,3.876626015,3.588453906,2.9620049,3.471585773
SO,S,O,6,23,29,27,0,1,0,0,match,1,0.743381023,0.880527973,1.330910206,1.062151909,1.831757069,0.629516125,0.84479785,0.595901966,0.57546711,0.476134062,y,1.414111853,2.87121147,2.944743157,3.124148755,3.026186634,3.262867876,2.799006859,2.9267528,2.775174818,2.760020507,2.677729251,5.819940091,3.764918514,5.343806029,3.727850686,3.273590088,3.515024297,2.070215941,3.316015648,3.833761931,3.583625141,1.440699816,3.158573501,2.393062115,3.378953971
OS,O,S,3,12,15,27,0,1,0,0,mismatch1,1,0.744450092,0.997509956,0.62735796,2.451452971,0.626904964,0.546568871,0.695229053,1.679349899,0.709507942,0.559636831,n,2.516479015,2.871835588,2.998917239,2.797515413,3.389423566,2.797201709,2.737644893,2.842127913,3.225141192,2.850957261,2.747906289,7.557105541,3.878355488,6.99746871,3.844940965,4.076320887,3.610268364,2.921147823,3.465553535,5.453389883,3.736666548,2.374578952,3.375586614,3.078810931,3.48838302
OO,O,O,10,38,48,27,1,0,0,0,match,1,0.760742903,0.562864065,0.978301048,0.875907898,0.761810064,0.846951962,0.608902931,0.579684019,0.542258978,0.409612894,y,1.848614931,2.881237909,2.750403523,2.990472519,2.942458442,2.881846706,2.927858778,2.784548065,2.763191328,2.734206751,2.612373619,4.862224817,3.686835036,4.452611923,3.648614845,2.417073011,3.383289769,2.035538912,3.308679409,3.042795896,3.483272822,1.18858695,3.075030958,1.854208946,3.268158672
OO,O,O,13,50,63,27,0,1,0,0,mismatch2,1,0.760944843,1.014201164,0.978289843,5.276417017,0.86092782,0.562498093,0.659334183,0.52897501,0.391638041,0.35859704,n,2.045825958,2.881353178,3.006124105,2.990467545,3.722339112,2.934966742,2.750121054,2.819105592,2.723435155,2.59288487,2.5546067,9.37831235,3.972124693,9.01971531,3.95519283,7.268908024,3.861469174,1.750807286,3.243238345,7.443016053,3.871748956,1.188309193,3.074929457,6.25470686,3.79620696
OS,O,S,20,80,100,27,1,0,0,0,mismatch2,1,0.810620785,0.830451965,1.192945004,2.233651876,0.657488108,0.646316051,0.746153116,1.378391027,0.494266033,0.425675869,n,0.899558067,2.908817735,2.919314517,3.076620423,3.349015487,2.817887902,2.810444942,2.872827957,3.139372437,2.693960766,2.629079031,7.453584908,3.872365203,7.027909039,3.846826132,4.257048845,3.629108633,2.770860194,3.442614614,5.551141023,3.74438226,2.124544143,3.327265759,3.42659688,3.534863015
